,id,seq,unlabeled,car,road,parking,sidewalk,building,fence,vegetation,trunk,pole,traffic-sign,moving-motorcyclist,outlier,other-vehicle,other-object,motorcyclist,moving-car,lane-marking,bicycle,terrain,other-structure,motorcycle,person,moving-person,moving-bicyclist,other-ground,truck,moving-other-vehicle,moving-bus,moving-truck,rider
7401,02_001759,02,,,7574,,2986.0,39.0,538.0,9254.0,,,,,,,,,,,,749.0,,,,,,,,,,,
7402,02_001760,02,,,7748,,2719.0,29.0,586.0,9354.0,,,,,,,,,,,,729.0,,,,,,,,,,,
7403,02_001761,02,1.0,,7934,,2507.0,26.0,578.0,9446.0,,,,,,,,,,,,691.0,,,,,,,,,,,
7404,02_001762,02,4.0,,7957,,2203.0,24.0,652.0,9656.0,,,,,,,,,,,,669.0,,,,,,,,,,,
7405,02_001763,02,,,7822,,2008.0,12.0,686.0,10008.0,,,,,,,,,,,,634.0,,,,,,,,,,,
7406,02_001764,02,,,7593,,1803.0,4.0,791.0,10377.0,,,,,,,,,,,,589.0,,,,,,,,,,,
7407,02_001765,02,,,7212,,1874.0,1.0,824.0,10822.0,,,,,,,,,,,,396.0,,,,,,,,,,,
7408,02_001766,02,,,6779,,1947.0,,902.0,11298.0,,,,,,,,,,,,218.0,,,,,,,,,,,
7409,02_001767,02,,,6602,,1930.0,,957.0,11552.0,,,,,,,,,,,,103.0,,,,,,,,,,,
7410,02_001768,02,,,6618,,1962.0,,1015.0,11514.0,,,,,,,,,,,,28.0,,,,,,,,,,,
7411,02_001769,02,,,6572,,1979.0,,1029.0,11570.0,,,,,,,,,,,,,,,,,,,,,,,
7412,02_001770,02,,,6468,,1977.0,,1075.0,11608.0,,,,,,,,,,,,,,,,,,,,,,,
7413,02_001771,02,,,6374,,1981.0,,1081.0,11702.0,,,,,,,,,,,,,,,,,,,,,,,
7414,02_001772,02,,,6139,,2036.0,,1109.0,11852.0,,,,,,,,,,,,,,,,,,,,,,,
7415,02_001773,02,,,6020,,2012.0,,1127.0,11989.0,,,,,,,,,,,,,,,,,,,,,,,
7416,02_001774,02,,,5929,,2049.0,,1124.0,12057.0,,,,,,,,,,,,,,,,,,,,,,,
7417,02_001775,02,,,5837,,2077.0,,1149.0,12097.0,,,,,,,,,,,,,,,,,,,,,,,
7418,02_001776,02,,,5604,,2198.0,,1116.0,12250.0,,,,,,,,,,,,,,,,,,,,,,,
7419,02_001777,02,,,5441,,2121.0,,1205.0,12420.0,,,,,,,,,,,,,,,,,,,,,,,
7420,02_001778,02,,,5176,,2101.0,,1227.0,12699.0,,,,,,,,,,,,,,,,,,,,,,,
7421,02_001779,02,,,4987,,2068.0,,1226.0,12898.0,,,,,,,,,,,,,,,,,,,,,,,
7422,02_001780,02,,,4695,,2099.0,,1315.0,13067.0,,,,,,,,,,,,,,,,,,,,,,,
7423,02_001781,02,,,4378,,2134.0,,1220.0,13425.0,,,,,,,,,,,,,,,,,,,,,,,
7424,02_001782,02,,,4033,,2163.0,,1023.0,13943.0,,,,,,,,,,,,,,,,,,,,,,,
7425,02_001783,02,,,3554,,2351.0,,996.0,14248.0,,,,,,,,,,,,,,,,,,,,,,,
7426,02_001784,02,,,3323,,2360.0,,884.0,14610.0,,,,,,,,,,,,,,,,,,,,,,,
7427,02_001785,02,,,3039,,2493.0,,906.0,14704.0,,,,,,,,,,,,,,,,,,,,,,,
7428,02_001786,02,,,2602,,2702.0,,1037.0,14787.0,,,,,,,,,,,,,,,,,,,,,,,
7429,02_001787,02,,,2438,,2553.0,,876.0,15235.0,,,,,,,,,,,,,,,,,,,,,,,
7430,02_001788,02,,,2146,,2577.0,,1070.0,15266.0,,,,,,,,,,,,,,,,,,,,,,,
7431,02_001789,02,,,2331,,2374.0,,665.0,15743.0,,,,,,,,,,,,,,,,,,,,,,,
7432,02_001790,02,,,2310,,2360.0,,1117.0,15273.0,,,,,,,,,,,,,,,,,,,,,,,
7433,02_001791,02,,,2455,,2281.0,,1312.0,15039.0,,,,,,,,,,,,,,,,,,,,,,,
7434,02_001792,02,13.0,,2845,,2217.0,,1181.0,14841.0,,,,,,,,,,,,,,,,,,,,,,,
7435,02_001793,02,237.0,,3080,,2273.0,,1212.0,14224.0,,,,,6.0,,,,,,,,,,,,,,,,,,
7436,02_001794,02,356.0,,3489,,2237.0,,1125.0,13606.0,,,,,4.0,,,,,,,,,,,,,,,,,,
7437,02_001795,02,360.0,,3956,,2236.0,,982.0,13050.0,,,,,1.0,,,,,,,,,,,,,,,,,,
7438,02_001796,02,469.0,,4193,,2312.0,,895.0,12609.0,,,,,3.0,,,,,,,,,,,,,,,,,,
7439,02_001797,02,440.0,,4428,,2393.0,,1032.0,12145.0,,,,,4.0,,,,,,,,,,,,,,,,,,
7440,02_001798,02,419.0,,4691,,2608.0,,963.0,11817.0,,,,,5.0,,,,,,,,,,,,,,,,,,
7441,02_001799,02,402.0,,4832,,2763.0,,987.0,11549.0,,,,,3.0,,,,,,,,,,,,,,,,,,
7442,02_001800,02,351.0,,5011,,2960.0,,888.0,11242.0,,,,,4.0,,,,,,,,,,,,,,,,,,
7443,02_001801,02,333.0,,5179,,3097.0,,988.0,10840.0,,,,,1.0,,,,,,,,,,,,,,,,,,
7444,02_001802,02,287.0,,5217,,3145.0,,1044.0,10755.0,,,,,1.0,,,,,,,,,,,,,,,,,,
7445,02_001803,02,299.0,,5135,,3145.0,,933.0,10992.0,,,,,3.0,,,,,,,,,,,,,,,,,,
7446,02_001804,02,296.0,,5086,,3123.0,,1016.0,10895.0,,,,,4.0,,,,,,,,,,,,,,,,,,
7447,02_001805,02,312.0,,5019,,3105.0,,978.0,10942.0,,,,,4.0,,,,,,,,,,,,,,,,,,
7448,02_001806,02,310.0,,4999,,3132.0,,1004.0,10837.0,,,,,3.0,,,,,,,,,,,,,,,,,,
7449,02_001807,02,294.0,,4980,,3134.0,,1203.0,10694.0,,,,,1.0,,,,,,,,,,,,,,,,,,
7450,02_001808,02,289.0,,4891,,3117.0,,1354.0,10696.0,,,,,2.0,,,,,,,,,,,,,,,,,,
7451,02_001809,02,284.0,,4812,,3067.0,,1484.0,10606.0,,,,,1.0,,,,,,,,,,,,,,,,,,
7452,02_001810,02,302.0,,4834,,3073.0,,1536.0,10487.0,,,,,1.0,,,,,,,,,,,,,,,,,,
7453,02_001811,02,316.0,,4898,,3138.0,,1505.0,10407.0,,,,,,,,,,,,,,,,,,,,,,,
7454,02_001812,02,309.0,,4979,,3174.0,,1684.0,10152.0,,,,,,,,,,,,,,,,,,,,,,,
7455,02_001813,02,326.0,,4963,,3186.0,,1887.0,9890.0,,,,,,,,,,,,,,,,,,,,,,,
7456,02_001814,02,324.0,,4959,,3201.0,,2212.0,9519.0,,,,,,,,,,,,,,,,,,,,,,,
7457,02_001815,02,290.0,,5054,,3243.0,,2448.0,9357.0,,,,,2.0,,,,,,,,,,,,,,,,,,
7458,02_001816,02,281.0,,5214,,3343.0,,2635.0,8935.0,,,,,,,,,,,,,,,,,,,,,,,
7459,02_001817,02,285.0,,5217,,3313.0,,2698.0,8807.0,,,,,,,,,,,,,,,,,,,,,,,
7460,02_001818,02,315.0,,4976,,3185.0,,2604.0,9192.0,,,,,1.0,,,,,,,,,,,,,,,,,,
7461,02_001819,02,343.0,,4680,,3041.0,,2475.0,9685.0,,,,,,,,,,,,,,,,,,,,,,,
7462,02_001820,02,369.0,,4507,,2947.0,,2585.0,9785.0,,,,,2.0,,,,,,,,,,,,,,,,,,
7463,02_001821,02,341.0,,4567,,3010.0,,2714.0,9590.0,,,,,2.0,,,,,,,,,,,,,,,,,,
7464,02_001822,02,348.0,,4740,,3086.0,,2890.0,9145.0,,,,,3.0,,,,,,,,,,,,,,,,,,
7465,02_001823,02,331.0,,4952,,3228.0,,2830.0,8913.0,,,,,1.0,,,,,,,,,,,,,,,,,,
7466,02_001824,02,306.0,,5101,,3306.0,,2991.0,8523.0,,,,,1.0,,,,,,,,,,,,,,,,,,
7467,02_001825,02,304.0,,5125,,3328.0,,2949.0,8565.0,,,,,2.0,,,,,,,,,,,,,,,,,,
7468,02_001826,02,334.0,,4947,,3236.0,,2971.0,8734.0,,,,,3.0,,,,,,,,,,,,,,,,,,
7469,02_001827,02,346.0,,4743,,3121.0,,3047.0,8932.0,,,,,3.0,,,,,,,,,,,,,,,,,,
7470,02_001828,02,339.0,,4711,,3118.0,,3068.0,8932.0,,,,,3.0,,,,,,,,,,,,,,,,,,
7471,02_001829,02,315.0,,4925,,3232.0,,3187.0,8497.0,,,,,2.0,,,,,,,,,,,,,,,,,,
7472,02_001830,02,294.0,,5143,,3361.0,,3061.0,8435.0,,,,,1.0,,,,,,,,,,,,,,,,,,
7473,02_001831,02,282.0,,5136,,3375.0,,2736.0,8736.0,,,,,2.0,,,,,,,,,,,,,,,,,,
7474,02_001832,02,286.0,,5144,,3404.0,,2803.0,8608.0,,,,,2.0,,,,,,,,,,,,,,,,,,
7475,02_001833,02,287.0,,5166,,3431.0,,2825.0,8500.0,,,,,2.0,,,,,,,,,,,,,,,,,,
7476,02_001834,02,316.0,,5008,,3420.0,,2766.0,8691.0,,,,,1.0,,,,,,,,,,,,,,,,,,
7477,02_001835,02,324.0,,4770,,3338.0,,2554.0,9121.0,,,,,,,,,,,,,,,,,,,,,,,
7478,02_001836,02,344.0,,4703,,3331.0,,2601.0,9204.0,,,,,3.0,,,,,,,,,,,,,,,,,,
7479,02_001837,02,318.0,,4799,,3439.0,,2681.0,8938.0,,,,,1.0,,,,,,,,,,,,,,,,,,
7480,02_001838,02,325.0,,4878,,3472.0,,2718.0,8780.0,,,,,2.0,,,,,,,,,,,,,,,,,,
7481,02_001839,02,370.0,,4743,,3436.0,,2805.0,8853.0,,,,,2.0,,,,,,,,,,,,,,,,,,
7482,02_001840,02,309.0,,4554,,3343.0,,2846.0,9128.0,,,,,2.0,,,,,,,,,,,,,,,,,,
7483,02_001841,02,295.0,,4428,,3330.0,,2864.0,9181.0,,,,,2.0,,,,,,,,,,,,,,,,,,
7484,02_001842,02,325.0,,4442,,3455.0,,2945.0,9058.0,,,,,3.0,,,,,,,,,,,,,,,,,,
7485,02_001843,02,288.0,,4560,,3696.0,,3153.0,8492.0,,,,,1.0,,,,,,,,,,,,,,,,,,
7486,02_001844,02,289.0,,4566,,3804.0,,3239.0,8305.0,,,,,3.0,,,,,,,,,,,,,,,,,,
7487,02_001845,02,294.0,,4475,,3789.0,,3469.0,8197.0,,,,,1.0,,,,,,,,,,,,,,,,,,
7488,02_001846,02,314.0,,4390,,3750.0,,3809.0,7954.0,,,,,2.0,,,,,,,,,,,,,,,,,,
7489,02_001847,02,293.0,,4412,,3778.0,,4183.0,7642.0,,,,,,,,,,,,,,,,,,,,,,,
7490,02_001848,02,290.0,,4500,,3863.0,,4377.0,7247.0,,,,,1.0,,,,,,,,,,,,,,,,,,
7491,02_001849,02,286.0,,4575,,3911.0,,4472.0,7061.0,,,,,,,,,,,,,,,,,,,,,,,
7492,02_001850,02,305.0,,4423,,3909.0,,4538.0,7104.0,,,,,,,,,,,,,,,,,,,,,,,
7493,02_001851,02,325.0,,4158,,3993.0,,4475.0,7294.0,,,,,,,,,,,,,,,,,,,,,,,
7494,02_001852,02,324.0,,4028,,4226.0,,4332.0,7359.0,,,,,,,,,,,,,,,,,,,,,,,
7495,02_001853,02,331.0,,4009,,4514.0,,4312.0,7134.0,,,,,,,,,,,,,,,,,,,,,,,
7496,02_001854,02,343.0,,4000,,4613.0,,4336.0,6999.0,,,,,,,,,,,,,,,,,,,,,,,
7497,02_001855,02,332.0,,4265,,4363.0,,4519.0,6825.0,,,,,2.0,,,,,,,,,,,,,,,,,,
7498,02_001856,02,344.0,,4444,,4063.0,,4740.0,6786.0,,,,,2.0,,,,,,,,,,,,,,,,,,
7499,02_001857,02,354.0,,4519,,4022.0,,4747.0,6674.0,,,,,,,,,,,,,,,,,,,,,,,
7500,02_001858,02,361.0,,4605,,4053.0,,4714.0,6664.0,,,,,1.0,,,,,,,,,,,,,,,,,,
7501,02_001859,02,347.0,,4642,,4090.0,,4667.0,6640.0,,,,,,,,,,,,,,,,,,,,,,,
7502,02_001860,02,351.0,,4676,,4095.0,,4639.0,6617.0,,,,,,,,,,,,,,,,,,,,,,,
7503,02_001861,02,349.0,,4706,,4091.0,,4645.0,6627.0,,,,,,,,,,,,,,,,,,,,,,,
7504,02_001862,02,306.0,,4801,,4094.0,,4587.0,6601.0,,,,,,,,,,,,,,,,,,,,,,,
7505,02_001863,02,324.0,,4768,,4040.0,,4634.0,6622.0,,,,,,,,,,,,,,,,,,,,,,,
7506,02_001864,02,376.0,,4682,,3919.0,,4608.0,6788.0,,,,,,,,,,,,,,,,,,,,,,,
7507,02_001865,02,349.0,,4668,,3873.0,,4673.0,6814.0,,,,,,,,,,,,,,,,,,,,,,,
7508,02_001866,02,315.0,,4818,,3870.0,,4800.0,6611.0,,,,,,,,,,,,,,,,,,,,,,,
7509,02_001867,02,307.0,,4900,,3823.0,,4885.0,6491.0,,,,,,,,,,,,,,,,,,,,,,,
7510,02_001868,02,302.0,,4906,,3605.0,,4944.0,6643.0,,,,,,,,,,,,,,,,,,,,,,,
7511,02_001869,02,298.0,,4941,,3311.0,,5082.0,6817.0,,,,,,,,,,,,,,,,,,,,,,,
7512,02_001870,02,313.0,,4973,,3205.0,,4965.0,6966.0,,,,,,,,,,,,,,,,,,,,,,,
7513,02_001871,02,308.0,,5005,,3178.0,,5000.0,6917.0,,,,,,,,,,,,,,,,,,,,,,,
7514,02_001872,02,330.0,,5013,,3144.0,,4953.0,6995.0,,,,,,,,,,,,,,,,,,,,,,,
7515,02_001873,02,348.0,,5045,,3129.0,,4903.0,6991.0,,,,,,,,,,,,,,,,,,,,,,,
7516,02_001874,02,373.0,,5017,,3080.0,,4870.0,7096.0,,,,,,,,,,,,,,,,,,,,,,,
7517,02_001875,02,376.0,,5100,,3080.0,,4874.0,7002.0,,,,,,,,,,,,,,,,,,,,,,,
7518,02_001876,02,356.0,,5233,,3070.0,,4896.0,6914.0,,,,,,,,,,,,,,,,,,,,,,,
7519,02_001877,02,388.0,,5279,,3011.0,,4889.0,6940.0,,,,,,,,,,,,,,,,,,,,,,,
7520,02_001878,02,421.0,,5221,,2758.0,,4813.0,7204.0,,,,,,,,,,,,,,,,,,,,,,,
7521,02_001879,02,481.0,,4964,,2630.0,,4721.0,7590.0,,,,,,,,,,,,,,,,,,,,,,,
7522,02_001880,02,505.0,,4809,,2692.0,,4680.0,7714.0,,,,,,,,,,,,,,,,,,,,,,,
7523,02_001881,02,500.0,,4923,,2737.0,,4843.0,7399.0,,,,,,,,,,,,,,,,,,,,,,,
7524,02_001882,02,454.0,,5279,,2867.0,,5345.0,6512.0,,,,,,,,,,,,,,,,,,,,,,,
7525,02_001883,02,384.0,,5714,,2937.0,,5821.0,5675.0,,,,,,,,,,,,,,,,,,,,,,,
7526,02_001884,02,381.0,,5838,,2987.0,,5774.0,5577.0,,,,,,,,,,,,,,,,,,,,,,,
7527,02_001885,02,411.0,,5604,,2932.0,,5768.0,5826.0,,,,,,,,,,,,,,,,,,,,,,,
7528,02_001886,02,477.0,,5402,,2814.0,,5777.0,6026.0,,,,,,,,,,,,,,,,,,,,,,,
7529,02_001887,02,470.0,,5375,,2809.0,,5770.0,6062.0,,,,,,,,,,,,,,,,,,,,,,,
7530,02_001888,02,495.0,,5387,,2816.0,,5767.0,6067.0,,,,,,,,,,,,,,,,,,,,,,,
7531,02_001889,02,469.0,,5414,,2841.0,,5783.0,5971.0,,,,,,,,,,,,,,,,,,,,,,,
7532,02_001890,02,481.0,,5389,,2800.0,,5724.0,6119.0,,,,,,,,,,,,,,,,,,,,,,,
7533,02_001891,02,501.0,,5337,,2782.0,,5723.0,6194.0,,,,,,,,,,,,,,,,,,,,,,,
7534,02_001892,02,498.0,,5307,,2800.0,,5710.0,6200.0,,,,,,,,,,,,,,,,,,,,,,,
7535,02_001893,02,488.0,,5251,,2807.0,,5853.0,6111.0,,,,,,,,,,,,,,,,,,,,,,,
7536,02_001894,02,504.0,,5186,,2799.0,,5857.0,6154.0,,,,,,,,,,,,,,,,,,,,,,,
7537,02_001895,02,500.0,,5193,,2777.0,,5830.0,6218.0,,,,,,,,,,,,,,,,,,,,,,,
7538,02_001896,02,465.0,,5289,,2846.0,,5913.0,6010.0,,,,,,,,,,,,,,,,,,,,,,,
7539,02_001897,02,425.0,,5423,,2909.0,,6035.0,5743.0,,,,,,,,,,,,,,,,,,,,,,,
7540,02_001898,02,440.0,,5356,,2882.0,,6079.0,5775.0,,,,,,,,,,,,,,,,,,,,,,,
7541,02_001899,02,491.0,,5185,,2823.0,,6005.0,6061.0,,,,,,,,,,,,,,,,,,,,,,,
7542,02_001900,02,519.0,,5068,,2818.0,,5938.0,6197.0,,,,,,,,,,,,,,,,,,,,,,,
7543,02_001901,02,502.0,,5041,,2815.0,,5756.0,6429.0,,,,,,,,,,,,,,,,,,,,,,,
7544,02_001902,02,484.0,,5044,,2837.0,,5757.0,6429.0,,,,,,,,,,,,,,,,,,,,,,,
7545,02_001903,02,486.0,,5039,,2861.0,,5728.0,6426.0,,,,,,,,,,,,,,,,,,,,,,,
7546,02_001904,02,487.0,,5092,,2872.0,,5687.0,6445.0,,,,,,,,,,,,,,,,,,,,,,,
7547,02_001905,02,476.0,,5154,,2880.0,,5690.0,6371.0,,,,,,,,,,,,,,,,,,,,,,,
7548,02_001906,02,436.0,,5201,,2936.0,,5680.0,6290.0,,,,,,,,,,,,,,,,,,,,,,,
7549,02_001907,02,504.0,,5106,,2824.0,,5600.0,6564.0,,,,,,,,,,,,,,,,,,,,,,,
7550,02_001908,02,517.0,,5047,,2747.0,,5466.0,6779.0,,,,,,,,,,,,,,,,,,,,,,,
7551,02_001909,02,506.0,,5143,,2737.0,,5355.0,6827.0,,,,,,,,,,,,,,,,,,,,,,,
7552,02_001910,02,425.0,,5375,,2806.0,,5386.0,6601.0,,,,,,,,,,,,,,,,,,,,,,,
7553,02_001911,02,399.0,,5576,,2906.0,,5388.0,6335.0,,,,,,,,,,,,,,,,,,,,,,,
7554,02_001912,02,373.0,,5637,,2944.0,,5410.0,6231.0,,,,,,,,,,,,,,,,,,,,,,,
7555,02_001913,02,381.0,,5638,,2930.0,,5334.0,6335.0,,,,,,,,,,,,,,,,,,,,,,,
7556,02_001914,02,391.0,,5605,,2901.0,,5216.0,6449.0,,,,,,,,,,,,,,,,,,,,,,,
7557,02_001915,02,389.0,,5639,,2912.0,,5156.0,6491.0,,,,,,,,,,,,,,,,,,,,,,,
7558,02_001916,02,365.0,,5700,,2932.0,,5076.0,6502.0,,,,,,,,,,,,,,,,,,,,,,,
7559,02_001917,02,342.0,,5692,,2955.0,,5069.0,6495.0,,,,,,,,,,,,,,,,,,,,,,,
7560,02_001918,02,378.0,,5603,,2943.0,,5154.0,6477.0,,,,,,,,,,,,,,,,,,,,,,,
7561,02_001919,02,373.0,,5509,,2924.0,,5147.0,6548.0,,,,,,,,,,,,,,,,,,,,,,,
7562,02_001920,02,413.0,,5381,,2782.0,,5111.0,6791.0,,,,,,,,,,,,,,,,,,,,,,,
7563,02_001921,02,368.0,,5415,,2713.0,,5144.0,6863.0,,,,,,,,,,,,,,,,,,,,,,,
7564,02_001922,02,308.0,,5561,,2756.0,,5299.0,6561.0,,,,,,,,,,,,,,,,,,,,,,,
7565,02_001923,02,309.0,,5525,,2749.0,,5348.0,6541.0,,,,,,,,,,,,,,,,,,,,,,,
7566,02_001924,02,310.0,,5292,,2682.0,,5231.0,6887.0,,,,,,,,,,,,,,,,,,,,,,,
7567,02_001925,02,286.0,,5151,,2604.0,,5104.0,7196.0,,,,,,,,,,,,,,,,,,,,,,,
7568,02_001926,02,303.0,,5185,,2641.0,,5106.0,7138.0,,,,,,,,,,,,,,,,,,,,,,,
7569,02_001927,02,295.0,,5297,,2679.0,,5038.0,7060.0,,,,,,,,,,,,,,,,,,,,,,,
7570,02_001928,02,276.0,,5472,,2705.0,,4987.0,6955.0,,,,,,,,,,,,,,,,,,,,,,,
7571,02_001929,02,272.0,,5611,,2708.0,,4891.0,6956.0,,,,,,,,,,,,,,,,,,,,,,,
7572,02_001930,02,271.0,,5554,,2705.0,,4680.0,7201.0,,,,,,,,,,,,,,,,,,,,,,,
7573,02_001931,02,249.0,,5413,,2644.0,,4231.0,7831.0,,,,,,,,,,,,,,,,,,,,,,,
7574,02_001932,02,278.0,,5312,,2598.0,,3708.0,8449.0,,,,,,,,,,,,,,,,,,,,,,,
7575,02_001933,02,242.0,,5409,,2654.0,,3057.0,8964.0,,,,,,,,,,,,,,,,,,,,,,,
7576,02_001934,02,217.0,,5473,,2662.0,,2231.0,9746.0,,,,,,,,,,,,,,,,,,,,,,,
7577,02_001935,02,182.0,,5516,,2660.0,,1155.0,10849.0,,,,,,,,,,,,,,,,,,,,,,,
7578,02_001936,02,174.0,,5582,,2730.0,,1121.0,10749.0,,,,,,,,,,,,,,,,,,,,,,,
7579,02_001937,02,168.0,,5551,,2774.0,,1116.0,10819.0,,,,,,,,,,,,,,,,,,,,,,,
7580,02_001938,02,174.0,,5373,,2807.0,,1107.0,10943.0,,,,,,,,,,,,,,,,,,,,,,,
7581,02_001939,02,175.0,,5275,,2809.0,,1112.0,11004.0,,,,,,,,,,,,,,,,,,,,,,,
7582,02_001940,02,188.0,,5266,,2858.0,,1133.0,10939.0,,,,,,,,,,,,,,,,,,,,,,,
7583,02_001941,02,212.0,,5269,,2980.0,,1136.0,10778.0,,,,,,,,,,,,,,,,,,,,,,,
7584,02_001942,02,223.0,,5340,,3048.0,,1112.0,10673.0,,,,,,,,,,,,,,,,,,,,,,,
7585,02_001943,02,239.0,,5328,,3100.0,,1117.0,10568.0,,,,,,,,,,,,,,,,,,,,,,,
7586,02_001944,02,225.0,,5458,,3179.0,,1144.0,10375.0,,,,,,,,,,,,,,,,,,,,,,,
7587,02_001945,02,247.0,,5560,,3305.0,,1200.0,10118.0,,,,,,,,,,,,,,,,,,,,,,,
7588,02_001946,02,246.0,,5551,,3350.0,,1220.0,9996.0,,,,,,,,,,,,,,,,,,,,,,,
7589,02_001947,02,255.0,,5404,,3281.0,,1197.0,10216.0,,,,,,,1.0,,,,,,,,,,,,,,,,
7590,02_001948,02,245.0,,5317,,3265.0,,1156.0,10291.0,,,,,,,2.0,,,,,,,,,,,,,,,,
7591,02_001949,02,259.0,,5402,,3346.0,,1176.0,10113.0,,,,,,,4.0,,,,,,,,,,,,,,,,
7592,02_001950,02,220.0,,5628,,3428.0,,1208.0,9806.0,,,,,,,4.0,,,1.0,,,,,,,,,,,,,
7593,02_001951,02,220.0,,5774,,3504.0,,1256.0,9593.0,,,,,,,5.0,,,,,,,,,,,,,,,,
7594,02_001952,02,233.0,,5743,,3500.0,,1314.0,9521.0,,,,,,,5.0,,,,,,,,,,,,,,,,
7595,02_001953,02,245.0,,5762,,3533.0,,1308.0,9481.0,,,,,,,7.0,,,,,,,,,,,,,,,,
7596,02_001954,02,289.0,,5792,,3560.0,,1322.0,9330.0,,,,,,,7.0,,,,,,,,,,,,,,,,
7597,02_001955,02,318.0,,5745,,3597.0,,1305.0,9278.0,,,,,,,6.0,,,,,,,,,,,,,,,,
7598,02_001956,02,354.0,,5669,,3650.0,,1268.0,9287.0,,,,,,,15.0,,,,,1.0,,,,,,,,,,,
7599,02_001957,02,415.0,,5625,,3704.0,,1212.0,9278.0,,,,,,,30.0,,,,,,,,,,,,,,,,
7600,02_001958,02,414.0,,5704,,3840.0,,1143.0,9150.0,,,,,,,30.0,,,,,6.0,,,,,,,,,,,
7601,02_001959,02,395.0,,5901,,4037.0,,1053.0,8856.0,,5.0,6.0,,3.0,,42.0,,,,,7.0,,,,,,,,,,,
7602,02_001960,02,433.0,,6060,,4236.0,,945.0,8665.0,,1.0,5.0,,2.0,,55.0,,,,,3.0,,,,,,,,,,,
7603,02_001961,02,439.0,,5982,,4249.0,,940.0,8667.0,,1.0,5.0,,1.0,,67.0,,,,,6.0,,,,,,,,,,,
7604,02_001962,02,435.0,,5860,,4065.0,,979.0,8941.0,,,8.0,,2.0,,61.0,,,,,3.0,,,,,,,,,,,
7605,02_001963,02,446.0,,5736,,3779.0,,1030.0,9183.0,,1.0,14.0,,2.0,,84.0,,,,,7.0,,,,,,,,,,,
7606,02_001964,02,449.0,,5764,,3262.0,,1358.0,9306.0,2.0,2.0,14.0,,4.0,,78.0,,,,,6.0,,,,,,,,,,,
7607,02_001965,02,445.0,,5896,,3209.0,,1356.0,9256.0,2.0,13.0,8.0,,4.0,,94.0,,,,,6.0,,,,,,,,,,,
7608,02_001966,02,446.0,,6095,1.0,3313.0,,1276.0,9138.0,4.0,14.0,7.0,,2.0,,65.0,,,,,17.0,,,,,,,,,,,
7609,02_001967,02,428.0,,6244,,3458.0,,1299.0,8799.0,3.0,15.0,6.0,,3.0,,116.0,,,,,9.0,,,,,,,,,,,
7610,02_001968,02,400.0,,6347,,3542.0,,1269.0,8673.0,2.0,15.0,7.0,,1.0,,142.0,,,,,10.0,,,,,,,,,,,
7611,02_001969,02,421.0,,6352,,3497.0,,1255.0,8643.0,4.0,19.0,7.0,,5.0,,164.0,,,,,13.0,,,,,,,,,,,
7612,02_001970,02,428.0,,6399,1.0,3467.0,,1189.0,8540.0,10.0,29.0,5.0,,4.0,,215.0,,,,,21.0,,,,,,,,,,,
7613,02_001971,02,378.0,,6518,14.0,3423.0,,1177.0,8412.0,10.0,33.0,12.0,,4.0,,253.0,,,,,16.0,,,,,,,,,,,
7614,02_001972,02,435.0,,6849,12.0,3542.0,,1083.0,8112.0,9.0,39.0,8.0,,3.0,,295.0,,,,,18.0,,,,,,,,,,,
7615,02_001973,02,370.0,,7185,22.0,3622.0,,962.0,7805.0,9.0,43.0,7.0,,5.0,,348.0,,,,,20.0,,,,,,,,,,,
7616,02_001974,02,409.0,,7377,24.0,3617.0,,835.0,7573.0,6.0,56.0,8.0,,4.0,,421.0,,,,,17.0,,,,,,,,,,,
7617,02_001975,02,418.0,,7584,27.0,3597.0,,697.0,7335.0,17.0,71.0,8.0,,3.0,,450.0,,,,,27.0,,,,,,,,,,,
7618,02_001976,02,406.0,,7879,46.0,3647.0,4.0,648.0,7072.0,16.0,70.0,8.0,,3.0,,378.0,,,,,18.0,,,,,,,,,,,
7619,02_001977,02,441.0,,8346,52.0,3815.0,6.0,718.0,6745.0,19.0,71.0,9.0,,2.0,,39.0,,,,,20.0,,,,,,,,,,,
7620,02_001978,02,366.0,,8889,60.0,3723.0,6.0,812.0,6339.0,32.0,73.0,,,3.0,,31.0,,,,,26.0,,,,,,,,,,,
7621,02_001979,02,375.0,,9206,64.0,3448.0,18.0,966.0,6112.0,32.0,94.0,1.0,,2.0,,36.0,,,,,27.0,,,,,,,,,,,
7622,02_001980,02,427.0,19.0,9304,77.0,3058.0,24.0,1197.0,6052.0,32.0,116.0,9.0,,1.0,,36.0,,,,,44.0,,,,,,,,,,,
7623,02_001981,02,394.0,72.0,9453,100.0,2645.0,25.0,1468.0,5875.0,43.0,110.0,18.0,,3.0,,39.0,,,,,33.0,,,,,,,,,,,
7624,02_001982,02,421.0,61.0,9799,103.0,2410.0,19.0,1797.0,5479.0,49.0,56.0,18.0,,1.0,,43.0,,,,,20.0,,,,,,,,,,,
7625,02_001983,02,404.0,80.0,10320,113.0,2375.0,17.0,2151.0,4669.0,54.0,42.0,17.0,,3.0,,44.0,,,,,23.0,,,,,,,,,,,
7626,02_001984,02,412.0,82.0,10743,119.0,2468.0,6.0,2445.0,3787.0,57.0,42.0,9.0,,1.0,,47.0,,,,,35.0,,,,,,,,,,,
